Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
it wont help you get dry its more of a robe to hang out i had to return it and the seller was really nice and gave me a refund,Positive,Positive,Positive,Neutral,Positive,3,5,5,5,1,1.6,2.2,2.2,2.2
its a sturdy hat  i noticed that the adjustment cord hits the flap which can be kind of irritating noisy  not sure what the hook on the back is for,Neutral,Negative,Negative,Positive,Positive,5,5,1,1,5,5.0,5.0,3.8,3.8
great hat too big  sold it to friend and ordered correct size  thanks,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this was perfect and added a more pirate feel to my costume just what a pirate needs great buy i recommend,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
runs small,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
disappointing its simplicity would only satisfy a 2 to 4 year old but it is sooo big it would only fit a 5 year old decals fell off quickly and audio is too low and garbled to understand it is so cheaply made it comes with directions to buy extra foam to pad the inside,Negative,Positive,Positive,Negative,Negative,1,1,5,5,1,1.0,1.0,2.2,2.2
i got this to spice up an outback hat that i have and it doesnt quite fit it correctly it does have built in pins at the ends to hold it in place it could use a couple more along the length to make it more correctly fitted to a variety of hats  i also got this in black this one isnt quite as long as the black and the inner end isnt as well put together on this one as the black one was,Positive,Negative,Positive,Positive,Positive,5,5,1,5,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,3.5999999999999996
i bought this for my 12 year old son he is very rough on things so i wanted something very study and spacious he can fit his trapper and several other school books plus his reading books too what is super nice is that jansport has a lifetime warranty and they will fix or replace the product for free well worth the money,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i thought this would be really cute had to reorder it down a size the corset part does not stay flat and keeps bunching up,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
i love it and it fit perfectly,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love it got great reviews,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
this was the shizzle for a good long while  my kid was the coolest in ac for a year,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this my second hat  the first has become my yard sun protector i perspire pretty good so this is my formal hat ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought this messenger bag years ago and its been used washed used again washed again etc it still looks good and my husband still uses it every day it has outer and inner front pockets in the flap the inner pockets are great for storing sandwiches and other flat items while the outer pocket is accessed by the zipper that runs across the flap i guess the main quality of this bag is its great durability the shoulder strap is ok comfortwise but not great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this size and style of bostonian luxe fits me fine  very comfortable after less than one hours wear  the shoe easily accommodates my orthopedic appliance arch support,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
"good quality my son is 4 he loves astronaut so it has been
9 months and he still play with it",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i have this same hat in camel  like it so much i decided to find it it in black i was delighted to find one on line it was shipped quickly and packaged carefully but the hat was a disappointment i ordered a size m and this clearly was not the same m as the camel hat also the inner band grosgrain ribbon was so stiff it was uncomfortable it didnt seem to be of the same high quality of the other hat i have i returned the hat i do want to acknowledge that i was quickly refunded for my return,Positive,Negative,Positive,Positive,Positive,5,5,1,5,1,2.2,2.2,1.0,2.2
very soft and plush,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,5,5.0,5.0,4.4,5.0
i took a chance on these and they are great  i usually buy 2x but went with xl and they fit perfectly  i like a v neck t shirt  they are light in weight which is good for a hot and humid north carolina summer three different colors  will probably use for about three years until i get oil grease of paint on them but for about 11 average per shirt it was a nice way to buy and not get in traffic and heat as a result,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
liked the hat but medium was a bit too tight  plan to get next size up even though measured 7 18,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i read all these great reviews about this ring and it looks good in the photo  when i received it well it looks kind of cheap  like a toy almost  i was not really happy with it at all  its ok but not like the photo,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
"i like this helmet very much however it is a one size fits all
i bought this outfit to go with the jr astronaut suite orange size 23 for my 3t year old son  wish they made it a bit smaller as well otherwise it will be a 5 star",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
not a real calvin klein t shirt  i bought calvin klein t shirts at nordstrom great quality  i figured i would by via amazon to save time and money  made differently after washing the material shows its poor quality  your basically paying high prices for haynes level t shirts avoid just went back to nordstrom to pick up a few more,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
the sizing is incorrect it says it is a 68 i typically wear either a large 6 or a small 8 i cannot pull it over my head much less pull it down on my body,Neutral,Neutral,Negative,Negative,Positive,1,5,3,1,1,1.0,2.2,1.6,1.0
grandson did a presentation on indiana native dr david wolf  the helmet was used in the talk and related to dr wolfs space walks,Negative,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
like the hat comfortable and cool,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it was better than what i thought,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this is just what i was looking for they work great i was surprised to find they also hang i love them and will order more,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fits great for the waist the thighs are a bit tight hoping they will stretch,Neutral,Positive,Positive,Neutral,Neutral,3,3,5,5,5,4.4,4.4,5.0,5.0
got my first one in the service 83  have been using them ever since  always keep a couple available  never know when you or your son or daughter may need one,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,5,5.0,5.0,4.4,5.0
the wonder woman costume fit perfectly and was complete to the t everyone celebrated my costume and i enjoyed dressing up for halloween this year,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
nice shirt,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
im a size 1012 and i ordered a medium i should have gotten a small,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
"i didnt buy the chain for myself im giving it to someone for christmas with a
charm to make a pendant silver chains are expensive and i had already done most of
my christmas shopping for this person all i was lacking was a chain i shopped online and it looked like i would not be able to get her a chain too expensive so i found this one and bought it thanks",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
runs a little small but loved the outfit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it was nice but if you have tiny knockers go a size smaller,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it was a gift for a friend  i hope he likes it,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
bought this for my son to replace his vinyl kit i told him the quality ones will last forever mine has,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
good,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i got this helmet for my nephews 4th birthday he played with it for a minute but it was a lot bigger than expected it turned him into a walking bobble head its best used as display due to the large size,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
my son wanted to dress like august pullman from wonder for literary day and this is perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
perfect leather cigarette casepurse if you smoke the shorties i gave this 4 stars because i didnt read the fine print where it said it will not accommodate lights 100s aka the longer cigarettes,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my son loved his eye patch to be a pirate for halloween  this was cute  if i could get him to wear the earring it would have been just as cute but he said it hurt his ear since it was a clip on ,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
i would love to give this item a 5 start ratingif the material had some stretch to it it would of been awesomeits a tight fit but good if i dont gain a pound from now to halloween its cute fun n sassy n would def buy from this seller againi bought a small i weigh 120 lbs n usually wear a size 1 or a 3 depending on the clotheslike i stated before a stretch material would of been awesome,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
